date,num_requests,num_users,avg_requests_per_user,quarter
2013-01-01,63505,1907,33.30099632931306,2013Q1
2013-01-02,65356,1960,33.344897959183676,2013Q1
2013-01-03,69353,2064,33.60125968992248,2013Q1
2013-01-04,71498,2123,33.677814413565706,2013Q1
2013-01-05,73069,2133,34.25644631973746,2013Q1
2013-01-06,72576,2148,33.787709497206706,2013Q1
2013-01-07,77165,2279,33.85914874945151,2013Q1
2013-01-08,80835,2364,34.194162436548226,2013Q1
2013-01-09,82007,2361,34.734011012282934,2013Q1
2013-01-10,78285,2330,33.59871244635193,2013Q1
2013-01-11,77878,2296,33.91898954703833,2013Q1
2013-01-12,73590,2201,33.43480236256247,2013Q1
2013-01-13,70787,2123,33.34291097503533,2013Q1
2013-01-14,69941,2116,33.05340264650284,2013Q1
2013-01-15,73098,2218,32.95671776375113,2013Q1
2013-01-16,74910,2230,33.591928251121075,2013Q1
2013-01-17,72843,2182,33.38359303391384,2013Q1
2013-01-18,70289,2137,32.891436593355174,2013Q1
2013-01-19,68321,2064,33.10125968992248,2013Q1
2013-01-20,69694,2076,33.57129094412331,2013Q1
2013-01-21,68297,2148,31.79562383612663,2013Q1
2013-01-22,73720,2238,32.940125111706884,2013Q1
2013-01-23,83440,2678,31.157580283793877,2013Q1
2013-01-24,84414,2751,30.68484187568157,2013Q1
2013-01-25,78637,2540,30.959448818897638,2013Q1
2013-01-26,74613,2369,31.49556775010553,2013Q1
2013-01-27,74051,2366,31.297971259509723,2013Q1
2013-01-28,73496,2340,31.408547008547007,2013Q1
2013-01-29,75059,2347,31.98082658713251,2013Q1
2013-01-30,72799,2287,31.831657192829034,2013Q1
2013-01-31,70729,2289,30.899519440803843,2013Q1
2013-02-01,68379,2221,30.78748311571364,2013Q1
2013-02-02,67502,2126,31.750705550329258,2013Q1
2013-02-03,65688,2084,31.520153550863725,2013Q1
2013-02-04,66140,2125,31.12470588235294,2013Q1
2013-02-05,66923,2161,30.968533086534013,2013Q1
2013-02-06,67526,2154,31.34911792014856,2013Q1
2013-02-07,66952,2185,30.641647597254003,2013Q1
2013-02-08,65127,2150,30.291627906976743,2013Q1
2013-02-09,64486,2096,30.766221374045802,2013Q1
2013-02-10,64755,2087,31.027791087685674,2013Q1
2013-02-11,65236,2232,29.227598566308245,2013Q1
2013-02-12,66900,2481,26.964933494558647,2013Q1
2013-02-13,65702,2534,25.92817679558011,2013Q1
2013-02-14,81610,3391,24.06664700678266,2013Q1
2013-02-15,87836,3871,22.690777576853527,2013Q1
2013-02-16,91394,3693,24.747901435147575,2013Q1
2013-02-17,89357,3539,25.24922294433456,2013Q1
2013-02-18,87947,3455,25.454992764109985,2013Q1
2013-02-19,88113,3537,24.911789652247666,2013Q1
2013-02-20,88225,3589,24.582056283087212,2013Q1
2013-02-21,94896,3788,25.051742344244985,2013Q1
2013-02-22,96316,3731,25.815062985794693,2013Q1
2013-02-23,93148,3517,26.485072504975832,2013Q1
2013-02-24,92825,3408,27.23738262910798,2013Q1
2013-02-25,91567,3416,26.80532786885246,2013Q1
2013-02-26,92921,3475,26.739856115107912,2013Q1
2013-02-27,95194,3660,26.00928961748634,2013Q1
2013-02-28,95482,3697,25.8268866648634,2013Q1
2013-03-01,95872,3628,26.425578831312016,2013Q1
2013-03-02,90482,3357,26.95323205242776,2013Q1
2013-03-03,106993,4945,21.636602628918098,2013Q1
2013-03-04,112837,5413,20.845556992425642,2013Q1
2013-03-05,110057,5046,21.810741181133572,2013Q1
2013-03-06,114481,5150,22.229320388349514,2013Q1
2013-03-07,116518,5092,22.882560879811468,2013Q1
2013-03-08,114906,4844,23.72130470685384,2013Q1
2013-03-09,113304,4666,24.282897556793827,2013Q1
2013-03-10,115012,4658,24.69128381279519,2013Q1
2013-03-11,121389,4871,24.920755491685487,2013Q1
2013-03-12,133379,5286,25.232500945894817,2013Q1
2013-03-13,143540,5537,25.923785443380893,2013Q1
2013-03-14,142699,5330,26.77279549718574,2013Q1
2013-03-15,138390,4939,28.01984207329419,2013Q1
2013-03-16,129133,4475,28.856536312849162,2013Q1
2013-03-17,123910,4159,29.79321952392402,2013Q1
2013-03-18,121118,4018,30.143852663016425,2013Q1
2013-03-19,123479,4078,30.279303580186365,2013Q1
2013-03-20,121129,4027,30.07921529674696,2013Q1
2013-03-21,121522,3925,30.961019108280254,2013Q1
2013-03-22,116750,3696,31.588203463203463,2013Q1
2013-03-23,112797,3442,32.77077280650784,2013Q1
2013-03-24,109568,3317,33.03225806451613,2013Q1
2013-03-25,108024,3332,32.42016806722689,2013Q1
2013-03-26,111112,3409,32.59372249926665,2013Q1
2013-03-27,108325,3372,32.12485172004745,2013Q1
2013-03-28,106566,3198,33.32270168855535,2013Q1
2013-03-29,103789,3145,33.001271860095386,2013Q1
2013-03-30,103641,3226,32.126782393056416,2013Q1
2013-03-31,102172,3110,32.85273311897106,2013Q1
