date,num_requests,num_users,avg_requests_per_user,quarter
2013-04-01,102181,3017,33.86841233012927,2013Q2
2013-04-02,101720,2987,34.054235018413124,2013Q2
2013-04-03,96303,2869,33.56674799581736,2013Q2
2013-04-04,94683,2835,33.3978835978836,2013Q2
2013-04-05,92958,2681,34.672883252517714,2013Q2
2013-04-06,89215,2547,35.0274833137024,2013Q2
2013-04-07,86997,2504,34.74321086261981,2013Q2
2013-04-08,80712,2365,34.1276955602537,2013Q2
2013-04-09,79782,2306,34.59757155247181,2013Q2
2013-04-10,74923,2188,34.2426873857404,2013Q2
2013-04-11,73849,2139,34.525011687704534,2013Q2
2013-04-12,71011,2036,34.87770137524558,2013Q2
2013-04-13,68624,1932,35.519668737060044,2013Q2
2013-04-14,63908,1864,34.28540772532189,2013Q2
2013-04-15,63028,1877,33.57911561001598,2013Q2
2013-04-16,62178,1870,33.250267379679144,2013Q2
2013-04-17,62893,1839,34.19956498096792,2013Q2
2013-04-18,62600,1795,34.87465181058496,2013Q2
2013-04-19,60337,1728,34.917245370370374,2013Q2
2013-04-20,58174,1656,35.1292270531401,2013Q2
2013-04-21,57387,1638,35.03479853479853,2013Q2
2013-04-22,58244,1666,34.960384153661465,2013Q2
2013-04-23,57397,1642,34.95554202192448,2013Q2
2013-04-24,57257,1582,36.192793931731984,2013Q2
2013-04-25,56617,1585,35.7205047318612,2013Q2
2013-04-26,56644,1599,35.424640400250155,2013Q2
2013-04-27,54856,1523,36.01838476690742,2013Q2
2013-04-28,53382,1534,34.79921773142112,2013Q2
2013-04-29,57327,1678,34.16388557806913,2013Q2
2013-04-30,59437,1743,34.100401606425706,2013Q2
2013-05-01,60624,1730,35.04277456647399,2013Q2
2013-05-02,59547,1720,34.6203488372093,2013Q2
2013-05-03,58345,1671,34.91621783363256,2013Q2
2013-05-04,57245,1626,35.2060270602706,2013Q2
2013-05-05,57359,1603,35.782283218964444,2013Q2
2013-05-06,58715,1661,35.34918723660446,2013Q2
2013-05-07,61240,1679,36.47409172126266,2013Q2
2013-05-08,64902,1762,36.83427922814983,2013Q2
2013-05-09,62596,1733,36.1200230813618,2013Q2
2013-05-10,62211,1705,36.48739002932551,2013Q2
2013-05-11,63727,1663,38.320505111244735,2013Q2
2013-05-12,61090,1646,37.1142162818955,2013Q2
2013-05-13,65498,1811,36.16675869685257,2013Q2
2013-05-14,71547,1967,36.37366548042704,2013Q2
2013-05-15,88584,2284,38.784588441330996,2013Q2
2013-05-16,99531,2337,42.589216944801024,2013Q2
2013-05-17,103962,2221,46.80864475461504,2013Q2
2013-05-18,97824,2011,48.64445549477872,2013Q2
2013-05-19,93880,1933,48.566994309363686,2013Q2
2013-05-20,93259,1964,47.484215885947044,2013Q2
2013-05-21,95901,2079,46.12842712842713,2013Q2
2013-05-22,100859,2167,46.54314720812183,2013Q2
2013-05-23,96343,2052,46.950779727095515,2013Q2
2013-05-24,87419,1923,45.45969838793552,2013Q2
2013-05-25,85575,1824,46.91611842105263,2013Q2
2013-05-26,79887,1731,46.150779896013866,2013Q2
2013-05-27,83763,1709,49.012873025160914,2013Q2
2013-05-28,78151,1720,45.436627906976746,2013Q2
2013-05-29,77542,1707,45.42589338019918,2013Q2
2013-05-30,76136,1668,45.645083932853716,2013Q2
2013-05-31,72930,1585,46.01261829652997,2013Q2
2013-06-01,68889,1467,46.95910020449898,2013Q2
2013-06-02,67746,1396,48.52865329512894,2013Q2
2013-06-03,65889,1428,46.140756302521005,2013Q2
2013-06-04,65340,1497,43.64729458917836,2013Q2
2013-06-05,60020,1388,43.242074927953894,2013Q2
2013-06-06,61672,1466,42.068212824010914,2013Q2
2013-06-07,60921,1494,40.77710843373494,2013Q2
2013-06-08,57191,1387,41.23359769286229,2013Q2
2013-06-09,53962,1341,40.24011931394482,2013Q2
2013-06-10,53979,1372,39.3432944606414,2013Q2
2013-06-11,55103,1422,38.750351617440224,2013Q2
2013-06-12,57798,1443,40.054054054054056,2013Q2
2013-06-13,55937,1445,38.71072664359862,2013Q2
2013-06-14,55333,1346,41.10921248142645,2013Q2
2013-06-15,48900,1255,38.96414342629482,2013Q2
2013-06-16,47016,1266,37.13744075829384,2013Q2
2013-06-17,49662,1307,37.99693955623565,2013Q2
2013-06-18,51117,1373,37.23015294974508,2013Q2
2013-06-19,51230,1349,37.97627872498147,2013Q2
2013-06-20,46700,1288,36.25776397515528,2013Q2
2013-06-21,45054,1247,36.1299117882919,2013Q2
2013-06-22,41832,1165,35.90729613733905,2013Q2
2013-06-23,39966,1131,35.3368700265252,2013Q2
2013-06-24,40857,1187,34.42038753159225,2013Q2
2013-06-25,38540,1161,33.19552110249785,2013Q2
2013-06-26,39410,1193,33.03436714165968,2013Q2
2013-06-27,38772,1120,34.61785714285714,2013Q2
2013-06-28,38043,1069,35.58746492048643,2013Q2
2013-06-29,39352,1039,37.87487969201155,2013Q2
2013-06-30,38117,1010,37.73960396039604,2013Q2
