date,num_requests,num_users,avg_requests_per_user,quarter
2015-07-01,166375,617,269.65153970826583,2015Q3
2015-07-02,160876,661,243.38275340393344,2015Q3
2015-07-03,155997,669,233.17937219730942,2015Q3
2015-07-04,181045,681,265.85168869309837,2015Q3
2015-07-05,212710,686,310.0728862973761,2015Q3
2015-07-06,184850,657,281.35464231354644,2015Q3
2015-07-07,177261,669,264.9641255605381,2015Q3
2015-07-08,184797,627,294.73205741626793,2015Q3
2015-07-09,180887,632,286.2136075949367,2015Q3
2015-07-10,155415,658,236.19300911854103,2015Q3
2015-07-11,155213,609,254.86535303776682,2015Q3
2015-07-12,202127,656,308.1204268292683,2015Q3
2015-07-13,185881,660,281.6378787878788,2015Q3
2015-07-14,158477,648,244.56327160493828,2015Q3
2015-07-15,176403,668,264.0763473053892,2015Q3
2015-07-16,168920,643,262.70606531881805,2015Q3
2015-07-17,184198,705,261.2737588652482,2015Q3
2015-07-18,158260,648,244.2283950617284,2015Q3
2015-07-19,166129,698,238.00716332378224,2015Q3
2015-07-20,188747,624,302.4791666666667,2015Q3
2015-07-21,146322,661,221.3645990922844,2015Q3
2015-07-22,173831,666,261.0075075075075,2015Q3
2015-07-23,164107,679,241.68924889543447,2015Q3
2015-07-24,162444,600,270.74,2015Q3
2015-07-25,161579,658,245.56079027355622,2015Q3
2015-07-26,144274,641,225.07644305772232,2015Q3
2015-07-27,160896,627,256.6124401913876,2015Q3
2015-07-28,161073,631,255.2662440570523,2015Q3
2015-07-29,178789,631,283.34231378763866,2015Q3
2015-07-30,180794,670,269.84179104477613,2015Q3
2015-07-31,168822,635,265.86141732283465,2015Q3
2015-08-01,166395,660,252.11363636363637,2015Q3
2015-08-02,192079,669,287.1136023916293,2015Q3
2015-08-03,164462,617,266.5510534846029,2015Q3
2015-08-04,138380,606,228.34983498349834,2015Q3
2015-08-05,166213,634,262.1656151419558,2015Q3
2015-08-06,171779,684,251.13888888888889,2015Q3
2015-08-07,175083,629,278.35135135135135,2015Q3
2015-08-08,194779,695,280.25755395683456,2015Q3
2015-08-09,149750,621,241.14331723027377,2015Q3
2015-08-10,173686,626,277.45367412140575,2015Q3
2015-08-11,169746,642,264.4018691588785,2015Q3
2015-08-12,203142,699,290.61802575107293,2015Q3
2015-08-13,160119,661,242.2375189107413,2015Q3
2015-08-14,178727,619,288.735056542811,2015Q3
2015-08-15,163484,655,249.593893129771,2015Q3
2015-08-16,188886,661,285.75794251134647,2015Q3
2015-08-17,168501,668,252.24700598802394,2015Q3
2015-08-18,156431,593,263.79595278246205,2015Q3
2015-08-19,159603,625,255.3648,2015Q3
2015-08-20,213533,675,316.3451851851852,2015Q3
2015-08-21,154352,649,237.83050847457628,2015Q3
2015-08-22,163705,605,270.58677685950414,2015Q3
2015-08-23,181315,698,259.76361031518627,2015Q3
2015-08-24,166880,643,259.5334370139969,2015Q3
2015-08-25,176354,685,257.45109489051094,2015Q3
2015-08-26,175237,638,274.66614420062695,2015Q3
2015-08-27,187107,686,272.75072886297374,2015Q3
2015-08-28,141456,611,231.51554828150572,2015Q3
2015-08-29,189028,655,288.5923664122137,2015Q3
2015-08-30,155132,621,249.80998389694042,2015Q3
2015-08-31,164342,652,252.05828220858896,2015Q3
2015-09-01,154719,654,236.57339449541286,2015Q3
2015-09-02,222427,686,324.23760932944606,2015Q3
2015-09-03,160148,633,252.99842022116903,2015Q3
2015-09-04,171263,639,268.0172143974961,2015Q3
2015-09-05,174252,639,272.69483568075117,2015Q3
2015-09-06,175640,623,281.92616372391655,2015Q3
2015-09-07,182456,655,278.5587786259542,2015Q3
2015-09-08,161059,637,252.839874411303,2015Q3
2015-09-09,200201,638,313.794670846395,2015Q3
2015-09-10,156407,664,235.5527108433735,2015Q3
2015-09-11,185625,668,277.8817365269461,2015Q3
2015-09-12,171687,684,251.00438596491227,2015Q3
2015-09-13,200837,695,288.9741007194245,2015Q3
2015-09-14,191210,681,280.77826725403816,2015Q3
2015-09-15,166302,639,260.2535211267606,2015Q3
2015-09-16,208286,678,307.20648967551625,2015Q3
2015-09-17,184805,637,290.1177394034537,2015Q3
2015-09-18,155222,671,231.32935916542473,2015Q3
2015-09-19,162045,653,248.15467075038285,2015Q3
2015-09-20,176260,653,269.92343032159266,2015Q3
2015-09-21,169281,639,264.9154929577465,2015Q3
2015-09-22,179797,649,277.03697996918334,2015Q3
2015-09-23,166177,671,247.65573770491804,2015Q3
2015-09-24,164791,658,250.44224924012158,2015Q3
2015-09-25,168086,633,265.5387045813586,2015Q3
2015-09-26,158715,613,258.91517128874386,2015Q3
2015-09-27,179401,652,275.1549079754601,2015Q3
2015-09-28,175554,689,254.79535558780842,2015Q3
2015-09-29,164922,650,253.72615384615384,2015Q3
2015-09-30,174201,654,266.36238532110093,2015Q3
