date,num_requests,num_users,avg_requests_per_user,quarter
2012-07-24,10833,524,20.673664122137403,2012Q3
2012-07-25,20691,897,23.066889632107024,2012Q3
2012-07-26,27361,971,28.178166838311018,2012Q3
2012-07-27,29440,954,30.859538784067087,2012Q3
2012-07-28,31179,916,34.0382096069869,2012Q3
2012-07-29,32085,957,33.52664576802508,2012Q3
2012-07-30,36346,1004,36.201195219123505,2012Q3
2012-07-31,38861,1009,38.51437066402379,2012Q3
2012-08-01,38823,963,40.31464174454829,2012Q3
2012-08-02,39380,949,41.49631190727081,2012Q3
2012-08-03,40123,906,44.28587196467991,2012Q3
2012-08-04,40175,877,45.80957810718358,2012Q3
2012-08-05,40018,848,47.19103773584906,2012Q3
2012-08-06,40463,825,49.04606060606061,2012Q3
2012-08-07,39528,875,45.17485714285714,2012Q3
2012-08-08,43260,919,47.07290533188248,2012Q3
2012-08-09,44971,959,46.89363920750782,2012Q3
2012-08-10,46562,953,48.858342077649525,2012Q3
2012-08-11,46459,948,49.007383966244724,2012Q3
2012-08-12,50264,1110,45.28288288288288,2012Q3
2012-08-13,63732,1567,40.67134652201659,2012Q3
2012-08-14,68099,1558,43.709242618741975,2012Q3
2012-08-15,71932,1506,47.76361221779548,2012Q3
2012-08-16,80959,1867,43.36314943760043,2012Q3
2012-08-17,98532,2517,39.146603098927294,2012Q3
2012-08-18,101420,2521,40.23006743355811,2012Q3
2012-08-19,104605,2365,44.23044397463002,2012Q3
2012-08-20,108431,2291,47.32911392405063,2012Q3
2012-08-21,113313,2248,50.406138790035584,2012Q3
2012-08-22,114693,2165,52.97598152424942,2012Q3
2012-08-23,115903,2131,54.38901923979353,2012Q3
2012-08-24,114157,2073,55.06849975880367,2012Q3
2012-08-25,115691,1964,58.90580448065173,2012Q3
2012-08-26,112954,1898,59.512118018967335,2012Q3
2012-08-27,114118,1943,58.732887287699434,2012Q3
2012-08-28,113636,1943,58.48481729284612,2012Q3
2012-08-29,113583,1967,57.744280630401626,2012Q3
2012-08-30,115906,1999,57.981990995497746,2012Q3
2012-08-31,115470,1952,59.154713114754095,2012Q3
2012-09-01,117638,1932,60.88923395445135,2012Q3
2012-09-02,119619,1925,62.13974025974026,2012Q3
2012-09-03,120855,2012,60.06709741550696,2012Q3
2012-09-04,124338,2109,58.95590327169275,2012Q3
2012-09-05,128948,2196,58.71948998178507,2012Q3
2012-09-06,132231,2208,59.88722826086956,2012Q3
2012-09-07,132792,2132,62.28517823639775,2012Q3
2012-09-08,129958,1993,65.20722528850979,2012Q3
2012-09-09,129752,1919,67.61438249088067,2012Q3
2012-09-10,129919,1886,68.88600212089078,2012Q3
2012-09-11,136714,2062,66.30164888457809,2012Q3
2012-09-12,148428,2391,62.077791718946045,2012Q3
2012-09-13,152994,2468,61.99108589951378,2012Q3
2012-09-14,153502,2388,64.28056951423785,2012Q3
2012-09-15,154029,2338,65.88066723695466,2012Q3
2012-09-16,153245,2303,66.54146765089014,2012Q3
2012-09-17,154800,2319,66.7529107373868,2012Q3
2012-09-18,151067,2254,67.02173913043478,2012Q3
2012-09-19,152207,2259,67.37804338202744,2012Q3
2012-09-20,151167,2260,66.88805309734514,2012Q3
2012-09-21,152445,2246,67.8739982190561,2012Q3
2012-09-22,146805,2155,68.12296983758701,2012Q3
2012-09-23,147739,2134,69.23102155576382,2012Q3
2012-09-24,143699,2112,68.03929924242425,2012Q3
2012-09-25,147675,2100,70.32142857142857,2012Q3
2012-09-26,147449,2140,68.90140186915887,2012Q3
2012-09-27,148484,2151,69.03021850302186,2012Q3
2012-09-28,147963,2115,69.95886524822696,2012Q3
2012-09-29,145968,2079,70.21067821067821,2012Q3
2012-09-30,146912,2107,69.72567631703845,2012Q3
